#@***-----------------------------------------------------***
#@***-------**-----INTEREST2----------------**------------***
#@***-----------------------------------------------------***
#---CHECKED acrobdoc.txt    2.9  MEGS OF acrobat document files
#---CHECKED bashtml.zip     9.9  MEGS OF all MY HTML & BASIC files
#---CHECKED list.inx        PUBLIC DOMAIN SW LIB BBS LIST
#---CHECKED monster1.log    LARGE BBS LIST
#---CHECKED netscap2.txt    7.5  MEGS OF internet EMAILS
#---CHECKED onefile.txt     DASH'S CDROM LIST
#---CHECKED pcbfiles.lst    US ROBOTICS BBS LIST
#---CHECKED text.lst        OLD DOS BASED CDROM LIST
#---CHECKED textfile.txt    24.6 MEGS OF all MY COMPUTER DOCUMENTS
#---CHECKED tube.txt        14.5 MEGS OF EMAILS
#**************----------------------------------************
#@**************---------------------------------************
Zip - contains
ZIP 24,305 15/10/93 15:50
ZIP 24,528 06/04/00 16:34
ZIP 24,707 02/02/94 16:45
ZIP 24,719 20/06/94 16:59
ZIP 240,243 17/02/93 23:12
ZIP 242,585 02/09/93 2:42
ZIP 242,917 08/10/93 13:33
ZIP 244,957 21/01/00 21:46
ZIP 247,554 02/09/93 21:58
ZIP 25,069 22/11/93 21:34
ZIP 25,320 03/04/01 20:33
ZIP 25,365 28/03/03 20:26
ZIP 25,608 02/09/93 2:39
ZIP 252,457 05/07/93 11:42
ZIP 252,704 24/08/93 19:24
ZIP 252,968 12/04/94 22:40
ZIP 253,203 11/04/93 15:13
ZIP 254,092 29/11/93 14:28
ZIP 254,327 11/04/93 19:57
ZIP 255,088 21/09/02 3:42
ZIP 256,444 21/09/02 4:26
ZIP 258,288 07/04/93 20:24
ZIP 258,493 22/11/93 21:52
ZIP 259,320 26/09/02 1:44
ZIP 26,042,542 06/09/02 2:29
ZIP 26,385 01/06/97 19:17
ZIP 26,430,319 23/06/95 19:11
ZIP 26,490,601 28/03/03 20:09
ZIP 26,515 24/04/94 19:25
ZIP 261,983 12/03/94 15:09
ZIP 263,784 27/07/93 17:40
ZIP 265,473 15/02/93 3:45
ZIP 266,182 24/08/93 19:30
ZIP 266,501 11/02/93 4:50
ZIP 266,579 12/04/93 9:14
ZIP 267,660 28/09/93 13:51
ZIP 267,726 07/02/01 16:56
ZIP 268,011 02/06/98 14:56
ZIP 268,131 17/05/94 15:05
ZIP 268,154 24/08/93 19:27
ZIP 268,412 11/02/94 20:11
ZIP 268,683 30/11/93 19:57
ZIP 27,134 02/02/94 16:45
ZIP 27,216 09/07/93 18:47
ZIP 27,381,467 23/03/03 21:49
ZIP 27,783 23/01/00 16:23
ZIP 27,802 15/05/94 12:55
ZIP 271,456 11/11/01 23:40
ZIP 271,994 23/01/00 16:28
ZIP 272,443 02/02/94 16:45
ZIP 272,485 28/07/94 19:28
ZIP 274,820 30/11/01 0:18
ZIP 277,689 06/04/00 17:11
ZIP 277,699 11/04/93 19:58
ZIP 277,878 02/07/93 10:53
ZIP 278,560 25/07/93 17:10
ZIP 278,565 07/06/93 0:48
ZIP 279,981 10/04/94 0:51
ZIP 282,517 09/05/93 9:32
ZIP 285,959 03/06/94 22:07
ZIP 29,377,822 22/10/01 1:13
ZIP 29,641 03/05/94 7:39
ZIP 293,708 06/04/01 14:02
ZIP 296,570 09/03/94 21:07
ZIP 297,590 20/05/93 10:34
ZIP 298,337 04/11/93 15:48
ZIP 298,617 18/01/00 17:45
ZIP 3 of 3:
ZIP 3,010,164 05/07/93 15:54
ZIP 3,026,208 08/04/93 2:43
ZIP 3,030 18/01/00 18:39
ZIP 3,031,398 04/04/93 16:03
ZIP 3,031,948 11/04/93 20:38
ZIP 3,040,145 05/01/94 16:11
ZIP 3,050,344 29/05/98 16:03
ZIP 3,062,383 16/07/01 23:30
ZIP 3,063,521 12/09/93 14:59
ZIP 3,081,981 12/03/94 23:16
ZIP 3,085,273 17/09/93 2:38
ZIP 3,092,344 26/11/93 20:59
ZIP 3,094,416 17/09/02 0:06
ZIP 3,151,612 11/04/93 15:37
ZIP 3,237,034 31/08/02 17:37
ZIP 3,283,815 04/04/93 16:13
ZIP 3,296,057 28/09/93 13:59
ZIP 3,369,910 05/06/93 3:46
ZIP 3,374,157 14/09/94 14:45
ZIP 3,390,614 10/04/93 17:35
ZIP 3,480,082 12/07/94 18:22
ZIP 3,560,898 24/09/93 13:28
ZIP 3,593,316 26/05/97 19:00
ZIP 3,595,424 21/03/94 11:11
ZIP 3,604,904 10/04/93 16:20
ZIP 3,620,523 26/05/93 4:56
ZIP 3,628,441 03/09/94 18:48
ZIP 3,639,972 11/03/94 21:10
ZIP 3,642,330 22/09/02 6:47
ZIP 3,659,130 22/08/94 10:56
ZIP 3,705,441 13/07/94 1:16
ZIP 3,717,851 24/03/01 13:30
ZIP 3,735,932 30/08/02 1:02
ZIP 3,766,122 18/11/93 13:49
ZIP 3,806,820 16/07/01 23:26
ZIP 3,813,154 12/07/94 18:28
ZIP 3,825,485 02/06/93 9:54
ZIP 3,830,483 12/04/94 15:55
ZIP 3,885,087 01/03/94 14:02
ZIP 3,889,479 21/05/93 1:14
ZIP 3,890,689 05/02/93 4:46
ZIP 3,896,559 23/06/94 22:49
ZIP 3,903,336 20/10/93 19:48
ZIP 3,907,961 18/12/93 3:58
ZIP 3,953,350 22/02/01 23:09
ZIP 3,969,618 21/05/93 16:28
ZIP 3,982,088 01/03/01 22:49
ZIP 3,993,650 21/05/93 0:29
ZIP 3,999,794 11/05/94 13:39
Zip 3.2, Dupe 1.4C,
ZIP 30,495 19/09/02 23:04
ZIP 30,863 26/09/93 0:47
ZIP 300,819 03/04/93 22:32
ZIP 301,606 06/07/93 18:45
ZIP 302,979 11/04/94 2:59
ZIP 303,592 05/07/93 11:39
ZIP 303,991 13/02/96 19:44
ZIP 304,049 27/07/93 19:14
ZIP 308,767 21/04/94 23:57
ZIP 31,299 20/07/94 2:08
ZIP 311,670 05/07/93 21:03
ZIP 312,213 24/02/93 22:03
ZIP 313,511 12/04/94 22:31
ZIP 313,561 16/03/01 22:00
ZIP 318,950 20/02/93 15:53
ZIP 319,698 21/08/94 7:54
Zip 32 Canyon Software
ZIP 32,070 01/06/97 19:18
ZIP 32,969 06/07/93 23:38
ZIP 321,577 09/07/93 17:59
ZIP 323,696 07/09/00 5:05
ZIP 323,696 23/04/99 22:22
ZIP 325,168 20/06/94 16:53
ZIP 326,277 25/07/94 22:06
ZIP 326,612 14/12/01 22:08
ZIP 327,765 22/11/93 21:24
ZIP 329,699 15/11/93 14:44
ZIP 329,711 01/02/93 1:29
ZIP 33,972 01/06/97 19:17
ZIP 330,086 18/07/93 22:15
ZIP 330,296 08/04/93 14:10
ZIP 330,557 07/11/93 14:25
ZIP 332,322 11/04/93 15:46
ZIP 334,555 09/05/93 16:04
ZIP 336,646 02/02/94 16:45
ZIP 338,526 10/04/94 16:28
ZIP 34,774 20/07/94 2:09
ZIP 344,267 11/07/94 18:14
ZIP 344,609 13/04/92 1:14
ZIP 348,204 28/03/02 2:25
ZIP 349 26/09/02 1:44
ZIP 349,139 23/09/93 15:02
ZIP 35,073,744 31/08/02 16:57
ZIP 35,170,315 05/09/02 23:41
ZIP 35,209 09/05/93 23:30
ZIP 35,644 29/11/93 15:59
ZIP 35,905 01/06/97 19:17
ZIP 351,020 18/11/93 14:12
ZIP 351,727 20/07/94 2:08
ZIP 352,839 09/07/93 18:54
ZIP 352,872 02/11/91 9:33
ZIP 353,808 31/08/93 21:46
ZIP 354,741 04/11/93 18:24
ZIP 355,430 17/03/01 21:50
ZIP 357,376 21/09/93 23:00
ZIP 358,777 15/11/92 14:44
ZIP 359,481 24/04/94 19:37
ZIP 359,948 16/06/95 13:11
ZIP 36,119 16/03/01 23:10
ZIP 36,564 29/11/01 0:40
ZIP 36,569 18/02/96 5:05
ZIP 36,858 11/01/93 19:41
ZIP 36,861 09/07/93 21:01
ZIP 360k!
ZIP 361,806 09/07/93 19:50
ZIP 362,446 08/04/93 3:03
ZIP 362,868 20/01/00 16:33
ZIP 365,545 24/02/93 11:10
ZIP 365,682 14/09/93 20:12
ZIP 365,895 01/04/02 5:49
ZIP 366,604 19/05/93 19:49
ZIP 367,382 12/03/01 20:40
ZIP 367,762 20/03/94 11:28
ZIP 367,955 22/01/94 15:20
ZIP 368,451 23/02/93 20:12
ZIP 37,627 21/09/02 2:12
ZIP 370,895 29/02/96 16:48
ZIP 371,551 14/05/96 18:54
ZIP 374,531 08/04/93 13:48
ZIP 376,684 04/06/94 17:28
ZIP 376,938 17/06/93 9:09
ZIP 377,003 12/04/94 15:50
ZIP 377,308 01/06/97 19:19
ZIP 377,368 13/11/93 19:43
ZIP 378,917 22/11/93 20:34
ZIP 379,230 17/06/93 9:13
ZIP 38,501 01/06/97 19:17
ZIP 38,553 28/10/93 14:51
ZIP 38,800 01/06/97 19:30
ZIP 38,865 28/07/94 19:29
ZIP 380,354 15/09/93 16:41
ZIP 381,478 03/07/93 21:52
ZIP 381,613 27/11/93 21:13
ZIP 381,887 07/12/93 17:23
ZIP 387,843 31/08/93 21:17
ZIP 387,933 01/02/96 11:58
ZIP 389,974 28/09/93 13:53
ZIP 390,302 29/12/93 16:59
ZIP 391,174,399 17/03/03 11:15
ZIP 391,269 02/07/93 10:33
ZIP 391,594 16/04/94 20:12
ZIP 394,145 11/02/94 20:10
ZIP 394,233 10/05/93 8:58
ZIP 395,226 31/08/93 21:43
ZIP 395,395 04/06/93 5:42
ZIP 396,371 07/11/93 14:11
ZIP 4,003,043 10/04/94 13:33
ZIP 4,067,047 29/05/94 3:29
ZIP 4,099,351 22/12/93 15:44
ZIP 4,113,403 18/12/93 4:05
ZIP 4,114,956 30/05/94 3:06
ZIP 4,114,989 12/07/94 18:20
ZIP 4,132,029 02/04/94 12:41
ZIP 4,135,118 06/09/02 22:57
ZIP 4,148,134 05/07/93 5:45
ZIP 4,160,014 31/03/93 14:48
ZIP 4,164,213 12/03/94 14:20
ZIP 4,176,406 11/10/93 23:29
ZIP 4,204,574 02/05/97 18:54
ZIP 4,232,255 04/12/93 15:13
ZIP 4,232,411 08/07/93 1:41
ZIP 4,234,991 07/02/01 16:42
ZIP 4,260,693 14/09/94 10:39
ZIP 4,304,580 23/04/99 22:22
ZIP 4,310,374 26/07/93 22:10
ZIP 4,313,315 05/06/93 13:17
ZIP 4,314,156 07/09/00 5:05
ZIP 4,362,726 30/09/93 18:33
ZIP 4,369 26/09/02 1:44
ZIP 4,370,200 22/06/93 16:31
ZIP 4,410,405 13/04/94 14:10
ZIP 4,410,606 22/06/93 15:17
ZIP 4,419,677 16/07/01 23:14
ZIP 4,420,473 11/02/93 4:46
ZIP 4,436,811 05/01/94 15:59
ZIP 4,437,566 08/03/01 18:53
ZIP 4,454,353 05/02/93 4:03
ZIP 4,458,846 10/07/94 16:19
ZIP 4,481,833 30/05/94 22:54
ZIP 4,490,259 05/06/93 8:14
ZIP 4,539,015 23/05/93 5:49
ZIP 4,552,236 04/06/93 3:31
ZIP 4,649,225 23/02/01 19:36
ZIP 4,703,326 10/07/94 0:27
ZIP 4,735,395 10/07/94 22:08
ZIP 4,740,672 18/11/93 13:14
ZIP 4,763,367 31/03/93 13:15
ZIP 4,801,261 20/07/94 2:07
ZIP 4,806,869 07/12/93 17:54
ZIP 4,848,440 23/03/01 23:39
ZIP 4,894,095 14/02/94 16:41
ZIP 4,917,535 16/03/01 21:53
ZIP 4,931 06/09/02 23:52
ZIP 4,952,674 21/06/94 16:18
ZIP 4,965,887 16/07/01 23:13
zip 4. Business or
ZIP 401,110 23/11/93 15:44
ZIP 403,712 24/03/94 12:40
ZIP 404,017 01/02/03 13:56
ZIP 404,017 04/02/03 14:50
ZIP 404,017 14/02/03 20:10
ZIP 404,017 14/02/03 20:11
ZIP 404,017 16/02/03 23:22
ZIP 404,017 16/02/03 23:50
ZIP 404,017 18/02/03 16:33
ZIP 404,017 26/02/03 13:55
ZIP 404,035 02/03/03 2:05
ZIP 404,046 24/03/03 13:56
ZIP 404,059 03/04/03 18:10
ZIP 404,059 19/04/03 15:15
ZIP 404,059 21/04/03 17:57
ZIP 404,127 04/05/03 20:38
ZIP 404,147 07/05/03 15:27
ZIP 404,147 12/05/03 1:40
ZIP 404,147 12/05/03 1:48
ZIP 404,147 12/05/03 2:54
ZIP 404,147 15/05/03 1:25
ZIP 404,305 01/06/97 22:56
ZIP 404,677 20/02/93 16:58
ZIP 407,864 08/10/93 21:10
ZIP 409,421 20/01/00 16:42
ZIP 409,660 24/08/93 19:22
ZIP 41,916 24/01/94 23:23
ZIP 414,314 15/02/93 3:43
ZIP 416,129 24/02/93 19:18
ZIP 417,857 13/03/01 20:43
ZIP 418,202 15/02/93 22:30
ZIP 418,320 11/02/93 4:36
ZIP 42,488 26/09/02 1:44
ZIP 42,547 26/08/94 14:39
ZIP 420,230 23/09/93 5:46
ZIP 420,707 21/03/94 13:20
ZIP 422,782 05/01/94 13:27
ZIP 425,016 28/09/93 14:35
ZIP 425,282 29/03/94 12:11
ZIP 428,293 08/11/93 13:52
ZIP 428,794 05/09/92 19:09
ZIP 429,101 20/02/93 16:57
ZIP 43,678 20/02/93 16:42
ZIP 430,304 02/06/98 13:18
ZIP 436,136 24/04/94 21:15
ZIP 436,229 16/03/01 21:16
ZIP 436,993 22/09/93 4:32
ZIP 438,093 31/05/93 8:59
ZIP 438,423 20/07/94 2:07
ZIP 44,766,126 28/03/03 20:00
ZIP 44,992 28/10/93 14:51
ZIP 445,454 01/06/97 23:11
ZIP 446,969 17/12/93 23:27
ZIP 448,957 01/07/93 7:46
ZIP 448,960 16/03/01 22:17
ZIP 45,033 03/02/93 0:42
ZIP 45,273 21/09/93 14:17
ZIP 45,370,702 19/09/02 0:55
ZIP 45,382 08/10/93 1:05
ZIP 45,967 03/04/01 17:17
ZIP 451,290 18/01/00 19:18
ZIP 453,230 11/02/98 4:01
ZIP 455,623 31/05/94 23:46
ZIP 46,870 29/02/00 19:35
ZIP 465,034 29/05/97 19:46
ZIP 466,156 05/05/95 2:02
ZIP 466,583 03/05/94 6:23
ZIP 468,441 01/06/97 19:18
ZIP 469,103 09/07/93 12:25
ZIP 47,878 20/07/94 2:08
ZIP 47,999 02/06/98 14:38
ZIP 470,425 31/08/93 21:36
ZIP 470,916 26/05/93 4:44
ZIP 473,587 31/10/95 2:45
ZIP 473,716 27/07/95 2:02
ZIP 473,889 09/03/94 13:13
ZIP 474,683 20/07/94 2:09
ZIP 475,974 06/04/01 15:06
ZIP 476,012 21/12/93 17:49
ZIP 477,443 23/02/93 12:18
ZIP 478,791 15/03/01 20:33
ZIP 48,129 21/09/02 1:35
ZIP 48,345 01/03/94 18:25
ZIP 48,733 06/02/93 23:21
ZIP 48,774 11/02/94 20:14
ZIP 48,881 07/11/93 14:12
ZIP 484,052 02/11/93 15:49
ZIP 484,217 24/04/94 21:11
ZIP 484,915 16/03/01 22:42
ZIP 485,437 21/05/97 15:52
ZIP 487,323 22/12/93 15:36
ZIP 488,832 15/04/94 23:35
ZIP 489,612 05/07/93 16:13
ZIP 489,915 13/12/93 17:03
ZIP 49,034 01/06/97 19:17
ZIP 490,582 01/06/97 19:18
ZIP 491,291 22/08/94 5:12
ZIP 491,516 01/06/94 0:48
ZIP 495,369 26/05/93 3:46
ZIP 497,733 01/03/94 18:24
ZIP 5,113,126 05/06/93 11:40
ZIP 5,190,551 23/04/94 21:38
ZIP 5,230,198 15/02/94 18:07
ZIP 5,248,660 27/06/94 14:18
ZIP 5,250,310 01/07/93 21:11
ZIP 5,277,314 27/02/94 17:18
ZIP 5,302,944 21/07/01 1:56
ZIP 5,307,965 28/02/93 19:01
ZIP 5,329,554 03/08/94 17:53
ZIP 5,329,749 30/05/94 22:33
ZIP 5,361,682 16/07/01 23:24
ZIP 5,363,736 07/04/93 20:14
ZIP 5,374,241 29/05/93 11:17
ZIP 5,376,226 26/05/93 5:29
ZIP 5,384,044 13/12/93 17:36
ZIP 5,397,001 18/12/93 3:48
ZIP 5,449,463 14/04/93 12:51
ZIP 5,451,284 28/02/93 16:36
ZIP 5,462,108 05/01/94 16:30
ZIP 5,487,523 20/02/94 13:24
ZIP 5,511,773 23/07/01 20:10
ZIP 5,519,681 15/11/93 18:01
ZIP 5,523,204 27/06/94 1:50
ZIP 5,538,920 10/07/94 16:31
ZIP 5,538,928 14/04/93 1:18
ZIP 5,557,926 20/07/94 2:07
ZIP 5,561,507 14/07/94 11:42
ZIP 5,597,484 23/07/01 20:40
ZIP 5,639,873 15/02/93 23:54
ZIP 5,653,774 15/11/93 17:20
ZIP 5,686 26/09/02 1:44
ZIP 5,702,701 01/03/93 23:10
ZIP 5,731,918 23/04/99 22:22
ZIP 5,749,476 07/09/00 5:37
ZIP 5,778,322 12/08/02 1:41
ZIP 5,784,367 17/09/93 4:18
ZIP 5,785,105 25/09/93 2:08
ZIP 5,800,733 27/06/94 14:29
ZIP 5,803,400 12/12/93 21:43
ZIP 5,840,909 22/02/94 16:58
ZIP 5,868 28/07/94 19:28
ZIP 5,889,833 26/09/93 2:23
ZIP 5,978 26/09/02 1:44
ZIP 5,997,054 10/07/94 0:29
ZIP 50,495 22/04/93 18:02
ZIP 502,250 01/09/93 19:07
ZIP 503,672 02/07/93 10:54
ZIP 504 26/09/02 1:44
ZIP 505,633 22/09/93 0:01
ZIP 507,298 10/12/95 9:41
ZIP 508,320 10/10/93 22:12
ZIP 512,611 01/04/93 13:27
ZIP 512,746 16/03/01 23:06
ZIP 514,806 21/12/93 18:08
ZIP 515,924 16/07/01 23:17
ZIP 516,367 29/11/93 14:30
ZIP 518,953 17/12/97 14:06
ZIP 519,353 19/05/00 17:28
ZIP 519,369 09/05/93 9:31
ZIP 52,003 20/07/94 2:08
ZIP 52,402,836 22/09/02 1:47
ZIP 52,432 27/09/93 16:24
ZIP 521,886 19/07/93 9:09
ZIP 522,902 23/06/02 1:27
ZIP 523,818 16/03/01 22:45
ZIP 525,190 10/04/94 23:08
ZIP 525,301 12/04/94 22:46
ZIP 525,423 17/02/93 23:17
ZIP 528,538 20/07/94 2:07
ZIP 53,668 03/04/01 17:36
ZIP 533,038 13/02/98 2:52
ZIP 533,647 15/02/93 3:47
ZIP 534,599 24/11/93 12:46
ZIP 535,146 24/11/94 6:08
ZIP 535,895 16/09/96 6:28
ZIP 536,662 05/02/93 0:26
ZIP 538,839 31/05/94 23:45
ZIP 539,149 12/04/94 22:45
ZIP 54,178 29/02/00 20:02
ZIP 54,232 01/03/94 18:25
ZIP 54,843,906 28/03/03 19:18
ZIP 540,400 02/06/98 14:41
ZIP 540,672 16/07/01 23:11
ZIP 541,157 04/04/93 15:51
ZIP 541,543 01/07/94 15:26
ZIP 546,359 31/10/99 3:12
ZIP 55,591 05/12/93 6:20
ZIP 552 01/04/02 2:44
ZIP 553,002 01/12/93 21:12
ZIP 553,140 20/12/93 19:34
ZIP 554,571 11/02/00 0:57
ZIP 557,684 26/04/94 3:09
ZIP 558,142 24/03/01 16:03
ZIP 559,269 31/08/93 21:22
ZIP 559,929 01/02/93 1:33
ZIP 56,937 27/07/93 14:26
ZIP 561,206 25/07/93 15:18
ZIP 562,289 07/04/93 20:26
ZIP 565,128 26/11/93 19:11
ZIP 565,359 16/09/96 6:28
ZIP 566,810 11/05/94 18:29
ZIP 567,923 02/02/94 16:45
ZIP 569,517 26/06/93 1:11
ZIP 57,262 02/02/94 16:45
ZIP 57,551 21/02/93 17:05
ZIP 57,594 02/03/01 0:39
ZIP 57,860 06/10/93 21:37
ZIP 571,571 05/06/93 11:06
ZIP 572,515 09/07/94 15:29
ZIP 575,388 28/01/98 15:08
ZIP 576,932 23/04/99 22:22
ZIP 577,307 24/08/93 19:15
ZIP 579,747 20/04/93 20:38
ZIP 58,444 14/09/92 2:20
ZIP 583,685 02/06/98 15:05
ZIP 585,816 03/02/93 0:02
ZIP 586,997 03/05/94 19:28
ZIP 588,079 03/04/02 22:00
ZIP 588,641 25/07/93 15:13
ZIP 588,907,708 21/09/02 4:50
ZIP 59,644 18/07/93 22:28
ZIP 594,353 16/05/93 1:16
ZIP 595,319 23/01/00 16:34
ZIP 596,304 08/04/93 2:26
ZIP 597,879 30/11/93 4:38
ZIP 6,002,503 31/03/93 2:08
ZIP 6,090 03/09/93 18:53
ZIP 6,144,485 02/09/93 17:18
ZIP 6,172,973 23/05/93 11:07
ZIP 6,215,089 31/05/94 12:58
ZIP 6,283,881 12/03/94 13:48
ZIP 6,291,582 03/04/93 22:31
ZIP 6,357 21/09/02 1:29
ZIP 6,420,167 09/07/94 22:59
ZIP 6,463,585 16/03/01 22:24
ZIP 6,483 18/05/98 10:49
ZIP 6,513,121 12/04/94 21:57
ZIP 6,526,257 08/05/93 19:46
ZIP 6,564,911 06/11/93 14:51
ZIP 6,605,421 11/03/94 21:06
ZIP 6,628,514 25/05/93 1:15
ZIP 6,661,154 21/03/00 17:56
ZIP 6,691,977 22/06/94 12:07
ZIP 6,774,663 16/09/93 0:21
ZIP 6,905,052 02/04/93 11:07
ZIP 6,979,692 03/05/93 16:14
ZIP 60,701 19/07/92 1:11
ZIP 600,069 05/07/93 11:10
ZIP 600,315 24/08/93 19:26
ZIP 601,883 08/04/93 3:06
ZIP 602,235 02/02/94 16:45
ZIP 602,336 01/06/97 22:56
ZIP 602,729 09/07/94 23:15
ZIP 605,217 03/05/94 20:07
ZIP 606,399 01/03/94 14:24
ZIP 608,481 09/05/93 9:34
ZIP 609,530 01/10/93 0:45
ZIP 61,441 02/06/97 22:41
ZIP 611,404 06/08/02 1:34
ZIP 615,181 16/02/93 18:08
ZIP 617,731 03/09/93 16:43
ZIP 62,012 21/04/93 17:37
ZIP 620,626 03/07/93 21:46
ZIP 622,851 02/02/94 16:45
ZIP 623,923 24/08/93 19:40
ZIP 624,695 10/07/94 11:38
ZIP 624,980 31/03/93 19:50
ZIP 626,846 24/08/93 19:12
ZIP 63,700 03/04/01 18:15
ZIP 630,122 04/01/80 0:34
ZIP 633,830 05/04/93 23:13
ZIP 637,702 24/05/94 10:53
ZIP 64,284 27/03/93 19:39
ZIP 64,370 20/07/94 2:08
ZIP 64,383 20/07/94 2:08
ZIP 64,402,997 06/09/02 2:44
ZIP 640,275 16/03/01 23:22
ZIP 643,412 01/03/94 14:29
ZIP 65,083 02/08/93 1:04
ZIP 65,121 03/07/93 18:36
ZIP 65,485 03/12/93 22:03
ZIP 65,742 06/10/93 21:41
ZIP 650,168 05/07/93 4:41
ZIP 650,676 28/09/93 14:08
ZIP 650,776 20/07/94 2:07
ZIP 650,966 29/05/93 10:17
ZIP 654,499 25/11/93 15:49
ZIP 655,736 30/03/94 10:34
ZIP 658,279 03/10/93 22:27
ZIP 658,774 23/09/93 15:08
ZIP 66,817 06/10/93 21:39
ZIP 664,479 11/02/93 4:29
ZIP 665,151 11/03/94 10:47
ZIP 665,686 20/03/94 11:09
ZIP 67,131 02/06/98 12:44
ZIP 67,244 22/09/02 6:56
ZIP 670,403 05/01/94 17:26
ZIP 670,603 04/06/93 5:54
ZIP 674,259 07/12/93 16:36
ZIP 676,069 01/06/97 22:26
ZIP 677,966 25/07/94 22:10
ZIP 678,531 20/07/94 2:07
ZIP 678,546 07/12/93 16:57
ZIP 68,603 07/05/94 2:20
ZIP 68,917 16/06/95 13:13
ZIP 683,902 16/07/01 23:31
ZIP 684,780 13/02/96 19:58
ZIP 69,340 25/09/93 2:54
ZIP 69,747 03/04/01 20:51
ZIP 691,916 30/11/93 6:44
ZIP 692,632 18/01/00 19:14
ZIP 698,130 01/06/94 0:40
ZIP 699,834 03/04/01 18:16
ZIP 7,064,188 28/03/93 0:57
ZIP 7,079,367 05/06/93 14:48
ZIP 7,146,784 05/12/91 13:53
ZIP 7,151 14/09/94 15:11
ZIP 7,281,866 11/05/94 14:18
ZIP 7,285,492 25/07/94 22:22
ZIP 7,290,027 13/06/94 23:03
ZIP 7,323 01/06/97 19:30
ZIP 7,388,800 14/04/93 0:55
ZIP 7,426,565 03/07/94 17:25
ZIP 7,445,617 16/07/01 23:26
ZIP 7,445,617 30/05/93 6:59
ZIP 7,452,479 26/06/94 21:32
ZIP 7,659,519 01/06/94 0:46
ZIP 7,678,539 18/02/00 22:48
ZIP 7,716,574 28/10/93 14:38
ZIP 7,738,408 21/08/94 10:12
ZIP 7,744,596 15/09/93 22:57
ZIP 7,770,416 25/08/94 15:51
ZIP 7,874 28/07/94 19:27
ZIP 7,891 16/02/97 17:55
ZIP 7,893 28/07/94 19:28
ZIP 7,941,747 05/01/94 16:48
ZIP 7,961,124 05/06/93 14:33
ZIP 7,987,092 03/04/93 21:01
ZIP 7,993 25/01/94 20:48
ZIP 702,574 17/03/01 21:57
ZIP 706,323 03/10/93 13:56
ZIP 706,632 15/02/93 22:47
ZIP 707,392 27/09/93 1:10
ZIP 709,620 10/04/94 22:12
ZIP 71,454 20/01/94 16:25
ZIP 71,750,649 06/10/02 10:57
ZIP 711,635 20/07/94 2:07
ZIP 712,590 05/07/93 11:42
ZIP 715,317 25/02/00 20:33
ZIP 715,910 01/12/93 21:59
ZIP 718,285 01/01/96 20:18
ZIP 719,373 22/06/93 13:37
ZIP 72,164 03/05/93 0:09
ZIP 72,342 16/06/95 13:10
ZIP 720,559 10/01/99 3:11
ZIP 723,417 06/08/02 1:34
ZIP 728,514 12/04/94 22:34
ZIP 73,765 01/06/97 19:17
ZIP 73,897 09/03/94 19:38
ZIP 730,957 01/06/97 19:18
ZIP 733,602 21/12/93 18:06
ZIP 737,257 21/12/93 22:24
ZIP 74,165 11/07/01 12:25
ZIP 742,154 12/04/94 19:16
ZIP 743,226 16/07/01 23:13
ZIP 743,599 02/02/94 16:45
ZIP 745,503 21/08/94 9:25
ZIP 745,716 10/04/94 16:26
ZIP 748,183 12/04/94 22:37
ZIP 75,771 04/01/80 0:38
zip 75060 13/09/93 0:06
ZIP 755,427 03/07/94 18:38
ZIP 76,566 01/06/97 19:17
ZIP 760,728 15/11/93 15:09
ZIP 763,178 29/11/93 16:02
ZIP 77,430 03/08/93 1:08
ZIP 77,640 09/05/93 9:29
ZIP 773,442 04/06/94 17:54
ZIP 776,995 24/09/93 11:30
ZIP 78,993 02/02/94 16:45
ZIP 780,306 05/07/93 11:37
ZIP 784,427 30/05/94 22:39
ZIP 785,690 20/10/93 21:32
ZIP 786,079 24/08/93 19:37
ZIP 788,243 20/05/93 20:29
ZIP 793,424 01/03/94 17:55
ZIP 8,136 16/03/01 20:27
ZIP 8,136,272 25/08/94 18:29
ZIP 8,139,725 17/07/01 23:01
ZIP 8,174 24/01/94 23:22
ZIP 8,232 26/09/02 1:44
ZIP 8,275 06/07/93 18:48
ZIP 8,326,411 05/04/93 22:24
ZIP 8,414,800 22/02/01 22:27
ZIP 8,423,932 18/12/93 3:37
ZIP 8,432,288 31/05/93 1:28
ZIP 8,439,276 18/12/93 15:08
ZIP 8,522,047 06/06/94 16:07
ZIP 8,583,299 09/07/94 16:00
ZIP 8,692,213 20/05/93 12:23
ZIP 8,702,831 27/06/94 0:03
ZIP 8,790,398 04/07/93 22:39
ZIP 800,689 26/05/93 3:53
ZIP 803,334 23/07/01 20:48
ZIP 803,355 18/01/00 19:25
ZIP 804,267 27/07/93 19:37
ZIP 804,808 24/01/99 12:00
ZIP 805,031 12/03/01 19:58
ZIP 806,431 11/04/93 20:01
ZIP 806,857 31/08/93 21:51
ZIP 807,038 05/11/93 12:26
ZIP 81,139 18/02/96 5:05
ZIP 81,932 21/10/93 22:10
ZIP 814,303 31/05/94 22:07
ZIP 815,586 24/12/93 22:38
ZIP 815,846 03/07/93 19:25
ZIP 815,999 02/02/94 16:45
ZIP 818,530 04/06/93 5:21
ZIP 82,052 18/01/00 18:53
ZIP 82,127 22/11/93 20:57
ZIP 826,288 02/02/01 17:39
ZIP 83,124 03/04/01 17:37
